Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	part_rate[1]	part_rate[2]	part_rate[3]	part_rate[4]	part_rate_mult[1]	part_rate_mult[2]	part_rate_mult[3]	part_rate_mult[4]	pinvar[1]	pinvar[2]	pinvar[3]	pinvar[4]	TL
3250	-42191.16	-42139.27	-51.88157	9.95241e+06	2.20989e+07	5.29273e+07	9.45361e+07	0.0441446	0.0451758	0.0687179	0.252027	0.0433352	0.0426028	0.0399254	0.0529349	0.0675029	0.00757362	0.0487439	0.0329429	0.0441061	0.54237	0.45402	0.131361	2.68652	0.0896588	0.126322	0.0365487	0.74747	0.691085	0.74284	0.882539	0.0920159	0.7897331
3300	-42198.92	-42146.96	-51.95965	4.37223e+07	3.47077e+07	8.3908e+07	5.46555e+07	0.0448004	0.0586787	0.0671487	0.249897	0.0489585	0.0309183	0.0407167	0.0498076	0.0689634	0.0068252	0.0506606	0.0321659	0.0462253	0.548937	0.472197	0.125295	2.67051	0.0907444	0.131379	0.0348608	0.743015	0.725775	0.711038	0.875994	0.0777256	0.7957661
3350	-42191.94	-42140.55	-51.3898	4.23811e+07	1.54726e+07	2.22184e+07	3.46957e+07	0.0401464	0.0480388	0.0669345	0.242153	0.0484805	0.0411787	0.037573	0.0493917	0.0701511	0.010439	0.0518562	0.0327952	0.0450621	0.567631	0.473531	0.127796	2.65556	0.0938346	0.131751	0.0355568	0.738858	0.700947	0.726254	0.875333	0.0903584	0.7842002
3400	-42204.39	-42152.42	-51.96352	8.5748e+07	5.90078e+07	8.92732e+06	4.33875e+07	0.043221	0.0495151	0.0627167	0.240099	0.0458896	0.0410996	0.0438102	0.0500337	0.0600002	0.0108362	0.0570027	0.0306488	0.0422732	0.558896	0.417989	0.134135	2.70996	0.0923906	0.116297	0.0373204	0.753992	0.726101	0.754213	0.880728	0.0941025	0.7771463
3450	-42198.46	-42148.19	-50.27502	6.14654e+07	5.31292e+07	5.08653e+07	8.06572e+07	0.0404411	0.0457968	0.0752248	0.24278	0.0442331	0.0351084	0.0377364	0.0465539	0.074241	0.00892309	0.043989	0.0335154	0.0498732	0.557018	0.470525	0.148002	2.64467	0.0920802	0.130914	0.0411788	0.735827	0.686224	0.748844	0.852159	0.079349	0.7784164
3500	-42194.77	-42144.35	-50.421	2.76514e+07	4.58154e+07	4.18661e+07	5.33981e+07	0.0433509	0.043447	0.0652927	0.23158	0.0445808	0.0363501	0.0465304	0.0511895	0.0678567	0.016756	0.0473576	0.0337123	0.0435515	0.567189	0.456221	0.145796	2.65514	0.0937616	0.126934	0.040565	0.738739	0.703439	0.75319	0.873371	0.07462	0.7715556
3550	-42198.83	-42146.71	-52.11217	2.97241e+07	1.48673e+06	5.26844e+07	2.90182e+07	0.0444831	0.0441672	0.0759553	0.258153	0.0492089	0.0383843	0.0443118	0.0579154	0.073019	0.00861288	0.0482857	0.0271275	0.0500379	0.510019	0.453524	0.140358	2.69724	0.0843109	0.126184	0.0390519	0.750453	0.701777	0.723667	0.870382	0.0952851	0.8196624
3600	-42202.36	-42151.1	-51.26324	1.86369e+07	6.62497e+07	7.82351e+07	7.43412e+06	0.0469184	0.0487609	0.0621706	0.242603	0.04803	0.0367033	0.0423287	0.0485845	0.0695505	0.00941046	0.0461673	0.0298782	0.0441671	0.564298	0.486422	0.126101	2.64635	0.0932837	0.135337	0.0350852	0.736294	0.706154	0.734586	0.888059	0.0883706	0.7752725
3650	-42195.99	-42144.87	-51.11883	6.87822e+06	1.75082e+07	2.31816e+07	3.94408e+07	0.043429	0.0564277	0.0663244	0.236729	0.0489087	0.0341677	0.0402886	0.046185	0.0688678	0.0101005	0.0536363	0.0310638	0.0420349	0.526221	0.428638	0.153359	2.6995	0.0869892	0.11926	0.0426692	0.751082	0.688728	0.748593	0.87283	0.0952009	0.7781633
3700	-42201.41	-42148.08	-53.33075	5.53053e+07	2.48683e+06	6.49397e+07	1.58586e+07	0.0468643	0.0499917	0.0698123	0.267719	0.0523199	0.0407339	0.0436806	0.0496092	0.0704703	0.00544557	0.0517323	0.0353743	0.0468685	0.538621	0.487086	0.110236	2.6768	0.0890391	0.135522	0.030671	0.744768	0.716368	0.729576	0.869562	0.0792906	0.8306219
3750	-42204.01	-42152.16	-51.85307	3.53643e+07	3.82901e+07	6.2917e+07	5.67634e+07	0.0418972	0.0488194	0.0680281	0.25591	0.0495841	0.0318181	0.0446937	0.0553132	0.0713408	0.0132289	0.0450137	0.0338576	0.0436789	0.514508	0.452256	0.141106	2.69509	0.085053	0.125831	0.0392598	0.749856	0.685638	0.720136	0.87863	0.0751751	0.8031845
3800	-42206.81	-42155.98	-50.83195	9.94583e+07	1.6232e+07	9.3813e+07	1.84659e+07	0.0486944	0.0523108	0.0655582	0.227853	0.0451871	0.0462895	0.0431566	0.0438549	0.074089	0.00433264	0.0456653	0.0379494	0.0526755	0.561944	0.478981	0.136872	2.64442	0.0928946	0.133267	0.038082	0.735756	0.699301	0.724225	0.858332	0.0712999	0.7876161
3850	-42198.14	-42147.48	-50.66081	3.69798e+07	7.41621e+07	7.17489e+07	2.28656e+07	0.0466503	0.047691	0.0714196	0.248358	0.0477659	0.0353567	0.040165	0.0512578	0.0688739	0.0121543	0.0477885	0.0315318	0.0397848	0.584161	0.460646	0.139591	2.64683	0.0965673	0.128166	0.0388385	0.736428	0.695578	0.735786	0.874217	0.0997794	0.7887978
3900	-42194.14	-42142.58	-51.55508	2.6888e+07	4.19596e+07	6.69093e+07	9.23318e+07	0.0447342	0.0442529	0.0637367	0.256942	0.048728	0.0349104	0.0440258	0.0513276	0.0640805	0.00621595	0.055686	0.0337886	0.0496085	0.556117	0.44027	0.138338	2.68512	0.0919312	0.122496	0.0384898	0.747083	0.71312	0.737001	0.877611	0.08458	0.798037
3950	-42202.78	-42151.39	-51.39189	9.80219e+07	9.33925e+07	9.07855e+07	9.87577e+06	0.044892	0.0480527	0.0706237	0.246025	0.0424473	0.0412545	0.0418948	0.049223	0.0691712	0.00508647	0.0513015	0.0291658	0.0472065	0.509233	0.467785	0.14316	2.68064	0.0841809	0.130152	0.0398314	0.745836	0.731434	0.721793	0.894251	0.0766909	0.786345
4000	-42197.94	-42148.16	-49.781	5.11893e+07	3.81321e+07	4.47354e+07	2.21709e+07	0.0465136	0.0515333	0.0631587	0.245104	0.0453614	0.0421345	0.0392543	0.0514534	0.0759598	0.00717232	0.0447384	0.0295958	0.0517216	0.613234	0.463214	0.148206	2.61838	0.101373	0.12888	0.0412354	0.728511	0.711513	0.750099	0.853223	0.0713212	0.7937008
4050	-42196.18	-42145.19	-50.98722	4.57815e+07	3.13777e+07	8.6117e+07	9.11149e+07	0.0435312	0.0473168	0.066346	0.246019	0.0511626	0.0340154	0.0419868	0.0491858	0.0685782	0.00719921	0.0534645	0.0314794	0.0438591	0.547526	0.450144	0.144737	2.67396	0.0905111	0.125244	0.0402701	0.743975	0.714615	0.744605	0.866347	0.0742036	0.7841442
4100	-42195.16	-42143.77	-51.38989	8.7695e+07	3.76932e+07	1.098e+07	2.51743e+07	0.044885	0.0479716	0.0641098	0.236461	0.0510679	0.0329272	0.0404502	0.0445529	0.0726911	0.00468383	0.0523271	0.0306211	0.0544379	0.53527	0.435346	0.14403	2.69674	0.0884851	0.121126	0.0400736	0.750315	0.704912	0.728518	0.864059	0.0882545	0.7771868
4150	-42204.35	-42153.36	-50.98792	7.9565e+07	5.29495e+07	3.6621e+07	3.58624e+07	0.0440187	0.0445634	0.0598983	0.241822	0.0485124	0.0356984	0.042251	0.0463619	0.0721349	0.00367779	0.0513028	0.0292989	0.0511717	0.551617	0.443527	0.143336	2.67954	0.0911874	0.123403	0.0398804	0.74553	0.715084	0.732679	0.866761	0.0876106	0.7707125
4200	-42199.21	-42148.2	-51.01719	5.64058e+07	1.49178e+07	6.5096e+07	9.84422e+07	0.0443791	0.0521218	0.0659646	0.245173	0.049789	0.036082	0.0461237	0.0500575	0.0772646	0.0103913	0.0500134	0.0351312	0.0461346	0.551649	0.422527	0.155927	2.68793	0.0911928	0.11756	0.0433835	0.747864	0.679138	0.747742	0.866694	0.0813964	0.8086261
4250	-42191.18	-42141.14	-50.03456	9.36616e+07	3.35087e+07	4.1275e+07	4.99791e+07	0.0467087	0.0500113	0.06543	0.239768	0.045982	0.0370983	0.0438882	0.0532369	0.0672657	0.00859624	0.0524177	0.030587	0.0451223	0.561412	0.46432	0.154307	2.64196	0.0928065	0.129188	0.0429328	0.735073	0.703477	0.730801	0.875407	0.0736076	0.7861125
4300	-42200.19	-42149.3	-50.89411	3.49623e+07	9.92926e+07	5.13036e+07	2.44211e+07	0.0461699	0.0470318	0.071945	0.235986	0.0444444	0.0356087	0.0424898	0.047962	0.0740589	0.00804549	0.0463874	0.0363628	0.0508295	0.570481	0.439349	0.144453	2.6714	0.0943057	0.12224	0.0401912	0.743263	0.679796	0.732071	0.877357	0.0759795	0.7873221
4350	-42204.72	-42154.67	-50.05023	7.93945e+07	2.52041e+07	2.41206e+07	8.66249e+07	0.0435483	0.0545086	0.0728394	0.237238	0.0475599	0.0413249	0.0426613	0.056044	0.073104	0.00858241	0.0411776	0.0261392	0.0472961	0.537597	0.457702	0.16355	2.65348	0.0888698	0.127346	0.0455044	0.738279	0.715925	0.737683	0.869962	0.0975735	0.7920241
4400	-42192.19	-42140.6	-51.5981	1.70892e+07	1.3646e+07	2.12727e+07	4.43692e+07	0.0403663	0.0479523	0.0695061	0.238441	0.0469722	0.0386231	0.0453405	0.0532736	0.068547	0.00233118	0.0524898	0.030735	0.0488611	0.546794	0.455757	0.133337	2.68018	0.0903901	0.126805	0.0370984	0.745706	0.713259	0.7326	0.875934	0.0889585	0.7834392
4450	-42192.29	-42140.31	-51.984	9.17341e+07	3.64829e+07	8.81206e+07	6.83624e+07	0.0471528	0.0489936	0.0674755	0.248389	0.0446167	0.0382308	0.04299	0.0460215	0.0690243	0.00916479	0.052798	0.0309647	0.0428531	0.552733	0.463774	0.12506	2.67691	0.0913719	0.129036	0.0347956	0.744797	0.688416	0.716455	0.871774	0.0778671	0.7886747
4500	-42194.19	-42142.08	-52.10364	1.37828e+07	8.57864e+07	6.61936e+07	1.50045e+06	0.0449972	0.0471773	0.0723118	0.273754	0.047697	0.0348916	0.0376485	0.0485326	0.0772291	0.00694764	0.0505341	0.0334462	0.0479394	0.550482	0.436385	0.135919	2.69477	0.0909997	0.121416	0.0378169	0.749768	0.704602	0.726813	0.870437	0.0933816	0.8231065
4550	-42201.41	-42150.61	-50.80513	4.44595e+07	7.28312e+07	1.76402e+07	9.53983e+07	0.0438104	0.0478276	0.071476	0.243623	0.0522477	0.0295571	0.0378305	0.0500963	0.0707714	0.0130267	0.0475204	0.0265012	0.0404991	0.565266	0.454298	0.140855	2.66314	0.0934437	0.126399	0.0391901	0.740967	0.698007	0.756268	0.876805	0.0889819	0.7747871
4600	-42189.39	-42137.82	-51.57823	4.00074e+07	1.41841e+07	2.7531e+07	7.12228e+07	0.0432371	0.0472325	0.0657731	0.239876	0.0481518	0.0370303	0.0398112	0.046841	0.0610075	0.00891216	0.0527483	0.0267553	0.046165	0.538243	0.443011	0.135829	2.69551	0.0889765	0.123259	0.0377918	0.749972	0.708369	0.722109	0.864421	0.0733896	0.7635417
4650	-42194.98	-42143.37	-51.60483	9.20768e+07	1.76331e+07	7.50483e+06	7.91889e+07	0.0449509	0.0459915	0.0714015	0.230441	0.0470718	0.0391819	0.0436074	0.0539061	0.0627107	0.00578643	0.0491886	0.0301198	0.0552065	0.534543	0.430291	0.142482	2.70378	0.088365	0.11972	0.0396427	0.752272	0.704225	0.74962	0.870759	0.0632185	0.7795636
4700	-42199.64	-42147.04	-52.59531	3.27309e+07	7.93169e+07	4.84494e+07	7.63769e+06	0.043691	0.0470223	0.0611623	0.237626	0.0505761	0.0362615	0.044911	0.0482224	0.0696568	0.0149005	0.0491911	0.0353829	0.0413834	0.560168	0.392961	0.13183	2.73653	0.092601	0.109334	0.0366792	0.761386	0.700882	0.736743	0.864102	0.0698706	0.7799876
4750	-42203.53	-42151.43	-52.09988	9.16719e+07	7.53658e+07	3.29423e+07	8.91165e+07	0.0479084	0.0488373	0.0611672	0.250306	0.0422014	0.038195	0.0395873	0.047611	0.0697672	0.0100729	0.0624554	0.0334478	0.0476245	0.550941	0.457713	0.126717	2.68238	0.0910757	0.12735	0.0352565	0.746318	0.739204	0.727802	0.859864	0.0703923	0.7991813
4800	-42191.81	-42140.93	-50.87596	8.33697e+07	8.5396e+07	6.34839e+07	7.17558e+07	0.0471859	0.0504102	0.065446	0.244357	0.0441606	0.043808	0.04243	0.0549311	0.068606	0.00334974	0.0557002	0.0374302	0.0510433	0.567399	0.471473	0.14027	2.64529	0.0937962	0.131178	0.0390274	0.735998	0.719681	0.738093	0.876907	0.0860537	0.8088579
4850	-42203.4	-42152.8	-50.60361	5.01157e+07	8.33651e+07	7.48052e+07	4.4516e+07	0.0441537	0.0557029	0.0653938	0.239046	0.0531488	0.0385101	0.0389147	0.0498937	0.066424	0.0044209	0.0511106	0.0321168	0.0486299	0.632974	0.465362	0.129288	2.62342	0.104636	0.129478	0.0359718	0.729914	0.710442	0.741677	0.852434	0.0871738	0.7874656
4900	-42198.4	-42146.49	-51.91329	4.68694e+07	7.93218e+07	6.90105e+07	1.23302e+07	0.0487655	0.0474352	0.0646197	0.245528	0.0506098	0.0361063	0.0401714	0.0456873	0.06194	0.00743858	0.0490678	0.0291557	0.0521013	0.547833	0.411999	0.139468	2.71719	0.0905619	0.114631	0.0388043	0.756003	0.687345	0.73694	0.859041	0.0891938	0.7786267
4950	-42196.65	-42145.61	-51.04469	1.9962e+07	1.08406e+07	5.72554e+07	4.84627e+07	0.0433506	0.04356	0.0650584	0.26369	0.0454209	0.037343	0.0467721	0.0539369	0.0758748	0.00420284	0.0443621	0.0285892	0.0448315	0.575803	0.460711	0.136515	2.65481	0.0951856	0.128184	0.0379825	0.738648	0.711824	0.737327	0.874495	0.0761877	0.7969923
5000	-42201.53	-42148.78	-52.75374	9.86973e+07	7.17194e+07	4.73667e+07	9.90665e+07	0.0439641	0.0448144	0.0700345	0.253444	0.0495016	0.0390743	0.0462641	0.0527382	0.0748475	0.00868415	0.0460105	0.0352186	0.0563942	0.50775	0.466157	0.127858	2.69845	0.0839358	0.129699	0.035574	0.750791	0.710731	0.740071	0.885202	0.0870812	0.8209902
5050	-42195.75	-42145.9	-49.85098	1.85708e+07	9.98576e+07	5.66193e+07	6.48225e+07	0.040509	0.0441535	0.0701201	0.24109	0.042116	0.036967	0.0402103	0.052949	0.0643751	0.0111598	0.0510861	0.0242652	0.0409493	0.569839	0.465756	0.150391	2.63943	0.0941997	0.129587	0.0418433	0.734369	0.711079	0.752703	0.878144	0.0695876	0.7599504
5100	-42200.15	-42149.77	-50.38207	4.91544e+07	2.44168e+07	4.02789e+07	2.77994e+07	0.0468151	0.0463394	0.0731148	0.251644	0.0460394	0.0325669	0.0400252	0.0472508	0.0674361	0.00818946	0.0504735	0.0292081	0.042321	0.560816	0.452565	0.150796	2.65758	0.0927081	0.125917	0.041956	0.739419	0.70798	0.720861	0.884511	0.0797778	0.7814238
5150	-42191.52	-42139.4	-52.12169	5.45305e+07	2.25589e+06	5.01104e+06	7.20507e+07	0.0455297	0.0500451	0.0700564	0.247887	0.0471872	0.0371211	0.0428824	0.050815	0.0751749	0.0132749	0.049416	0.0317032	0.0399901	0.528817	0.434767	0.137652	2.70753	0.0874183	0.120965	0.038299	0.753317	0.707961	0.723528	0.88953	0.0771183	0.8010825
5200	-42199.61	-42149.2	-50.41005	9.77396e+06	4.27602e+07	7.78101e+07	1.51029e+07	0.0418473	0.045124	0.0680536	0.246652	0.0502566	0.0378942	0.0438784	0.0516664	0.0705106	0.0143233	0.0500457	0.0305605	0.041247	0.556772	0.451283	0.153605	2.65845	0.0920396	0.125561	0.0427375	0.739662	0.692808	0.733272	0.886725	0.0883977	0.7920597
5250	-42198.69	-42147.7	-50.98749	2.91243e+07	7.31326e+07	5.98464e+07	5.98294e+07	0.0394396	0.0452886	0.0637877	0.223838	0.0480106	0.0368497	0.0434932	0.0514379	0.0714955	0.0144654	0.0576757	0.0300061	0.0414792	0.570525	0.433982	0.141069	2.68012	0.0943131	0.120747	0.0392496	0.74569	0.691761	0.731274	0.876878	0.0802442	0.7672674
5300	-42203.96	-42153.63	-50.32825	6.15669e+07	8.85085e+07	4.8669e+07	4.59665e+07	0.0415281	0.0492908	0.0681351	0.221043	0.0505426	0.0315013	0.0401102	0.048314	0.0753691	0.0101128	0.0477401	0.0282394	0.048622	0.534801	0.458921	0.152876	2.6646	0.0884075	0.127686	0.0425347	0.741372	0.719981	0.769705	0.859036	0.0833568	0.760549
5350	-42199.41	-42148.68	-50.72709	2.33509e+07	3.9917e+07	4.05081e+07	7.81178e+07	0.0401186	0.0419321	0.0639875	0.236517	0.0473869	0.0373351	0.0411986	0.0484402	0.0683749	0.00897946	0.0565702	0.0361307	0.0444062	0.60603	0.423828	0.141202	2.66905	0.100182	0.117922	0.0392867	0.742609	0.698821	0.743439	0.855804	0.0954581	0.7713779
5400	-42198.94	-42148.73	-50.21723	6.23571e+07	2.43823e+07	864706	4.4642e+07	0.0475168	0.0496489	0.0643903	0.234674	0.0467603	0.0399544	0.0426541	0.0476306	0.0781433	0.00539381	0.0494245	0.0304575	0.0436109	0.582367	0.490386	0.138301	2.61945	0.0962707	0.13644	0.0384795	0.72881	0.704903	0.730798	0.865653	0.0892259	0.7802599
5450	-42194.14	-42143.08	-51.06603	4.13411e+07	4.12799e+07	393568	7.33369e+07	0.0478103	0.0491964	0.0682367	0.225614	0.0512509	0.0387303	0.0433705	0.0533547	0.0604774	0.00812763	0.0510746	0.031749	0.05465	0.55073	0.440665	0.145243	2.68102	0.0910408	0.122606	0.0404111	0.745942	0.704441	0.726162	0.862278	0.082175	0.7836429
5500	-42198.61	-42147.27	-51.33319	4.46764e+07	9.04141e+07	4.36773e+07	8.57387e+07	0.0507548	0.0542544	0.0644279	0.248129	0.0474475	0.0330529	0.0436667	0.042214	0.0759048	0.00715824	0.0523834	0.0284787	0.0453483	0.539096	0.43938	0.145578	2.68889	0.0891175	0.122249	0.0405041	0.748129	0.70749	0.753686	0.869572	0.0775834	0.7932207
5550	-42199.35	-42148.65	-50.69237	8.24657e+07	1.14102e+07	1.20017e+06	7.24245e+07	0.0431191	0.0413855	0.0672203	0.240372	0.0438056	0.0373083	0.0428337	0.0477152	0.0701624	0.0100739	0.0450339	0.0311564	0.0451953	0.57946	0.478416	0.131919	2.63953	0.0957901	0.13311	0.0367039	0.734396	0.68239	0.744331	0.853064	0.0886536	0.7653811
5600	-42197.66	-42147.14	-50.51968	6.75455e+07	3.50429e+07	6.5329e+06	4.41089e+07	0.0418495	0.0467155	0.0665246	0.223791	0.0488528	0.0421364	0.0361479	0.0525043	0.0651044	0.00400315	0.0452287	0.0314337	0.049022	0.546127	0.467185	0.143089	2.65939	0.0902798	0.129985	0.0398118	0.739923	0.735836	0.743743	0.883219	0.0840366	0.753314
5650	-42198.87	-42146.6	-52.27428	9.21705e+07	7.82155e+07	6.48897e+07	1.584e+07	0.0467461	0.0447394	0.0648869	0.253019	0.0511541	0.0332625	0.0345263	0.0474589	0.0689723	0.00522161	0.0486582	0.0317057	0.0520783	0.560902	0.456318	0.120099	2.68447	0.0927223	0.126961	0.0334152	0.746901	0.697595	0.739994	0.877657	0.0789049	0.7824289
5700	-42201.07	-42150	-51.06811	4.98706e+07	6.70062e+07	798737	9.60951e+06	0.0473566	0.0544683	0.0708737	0.225029	0.0450529	0.0445067	0.0402268	0.0495483	0.0661751	0.0127809	0.0540277	0.0283628	0.0420491	0.536179	0.445402	0.14692	2.68325	0.0886353	0.123924	0.0408777	0.746563	0.681765	0.724959	0.86355	0.0769763	0.7804574
5750	-42199.55	-42148.1	-51.44834	9.34023e+06	8.76983e+07	2.06697e+07	2.48177e+06	0.0409821	0.0501908	0.0662648	0.233065	0.0476592	0.0381514	0.0399593	0.0419439	0.0654669	0.00685628	0.0567209	0.0297283	0.0517035	0.538599	0.44239	0.138831	2.69292	0.0890354	0.123086	0.0386271	0.749251	0.688489	0.724791	0.861408	0.088595	0.7686927
5800	-42195.88	-42144.08	-51.80122	6.01367e+07	1.64902e+07	6.87569e+07	3.76782e+07	0.0407588	0.0483827	0.0615589	0.267168	0.0482269	0.0373994	0.0384068	0.0537944	0.0724247	0.0103539	0.0495421	0.030097	0.0463653	0.519328	0.434551	0.146004	2.70503	0.0858498	0.120905	0.0406228	0.752622	0.699085	0.734714	0.860956	0.091814	0.8044792
5850	-42198.38	-42146.11	-52.27007	6.55708e+07	6.47705e+07	2.06966e+07	3.04391e+07	0.0453289	0.04537	0.0622875	0.25908	0.045119	0.0386287	0.0395237	0.0520066	0.081668	0.0056526	0.0479091	0.0327666	0.0466122	0.523866	0.4332	0.137049	2.71264	0.0865999	0.120529	0.0381312	0.754739	0.72037	0.742922	0.859297	0.0763628	0.8019527
5900	-42196.12	-42144.28	-51.83381	269380	2.04442e+06	4.26646e+07	9.96057e+07	0.0416619	0.0413055	0.0706832	0.244321	0.0485498	0.0368521	0.0438178	0.0530909	0.0701528	0.00538627	0.0508946	0.029916	0.0459048	0.551296	0.466705	0.125975	2.67391	0.0911344	0.129851	0.0350501	0.743964	0.69803	0.750477	0.858685	0.0781429	0.7825362
5950	-42190.45	-42139.59	-50.85386	8.16509e+07	7.10057e+07	1.75853e+07	5.34474e+07	0.044343	0.047171	0.0645541	0.239032	0.0429237	0.0393326	0.0418416	0.046048	0.0715357	0.00568645	0.0458709	0.029049	0.0513637	0.553326	0.468676	0.138031	2.65868	0.0914699	0.1304	0.0384043	0.739726	0.717514	0.721173	0.869215	0.0786234	0.7687516
6000	-42196.89	-42146.09	-50.79688	8.90079e+06	7.25057e+06	7.13767e+07	1.70822e+07	0.0403389	0.042105	0.0713404	0.244877	0.0420757	0.0377326	0.0432803	0.0490385	0.0767987	0.00348437	0.0564405	0.0343681	0.0426276	0.576561	0.436392	0.145076	2.67012	0.0953109	0.121417	0.0403646	0.742907	0.693575	0.768356	0.875495	0.0729079	0.7845075
6050	-42203.94	-42153.7	-50.23906	6.36583e+06	1.99555e+07	5.54691e+07	7.92473e+07	0.0412421	0.0456595	0.073257	0.243947	0.0508304	0.0384635	0.0418697	0.0512675	0.0677647	0.00478455	0.0489529	0.0303072	0.0547264	0.535556	0.448183	0.163718	2.66405	0.0885324	0.124698	0.0455513	0.741218	0.705265	0.735998	0.861432	0.0690223	0.7930724
6100	-42202.75	-42152.58	-50.17355	4.98473e+07	6.58041e+07	3.1558e+07	7.9758e+07	0.0457583	0.0501333	0.0618122	0.240397	0.0434629	0.0381699	0.0377883	0.0493483	0.064732	0.00971473	0.0532139	0.0276286	0.0427286	0.580555	0.42033	0.156735	2.67215	0.0959711	0.116949	0.0436084	0.743472	0.722426	0.769584	0.855996	0.0969187	0.7648881
6150	-42209.2	-42159.27	-49.93331	8.91028e+07	2.76856e+07	3.97211e+07	6.5939e+07	0.0407514	0.0486185	0.0711783	0.240013	0.0538235	0.0351091	0.0419587	0.0456147	0.0791912	0.00603327	0.0363276	0.0324512	0.0521862	0.512921	0.51033	0.156031	2.62303	0.0847905	0.141989	0.0434125	0.729808	0.691792	0.707581	0.85621	0.0757091	0.7832569
6200	-42194.6	-42144.64	-49.95399	8.44677e+07	9.72067e+07	9.00312e+07	1.56727e+07	0.0457546	0.0455139	0.0648846	0.241728	0.0484701	0.0387794	0.0423929	0.0487994	0.0633117	0.0146663	0.0448331	0.0340606	0.0440763	0.567688	0.473471	0.150008	2.63338	0.093844	0.131734	0.0417368	0.732685	0.713402	0.742757	0.872092	0.0751811	0.7772714
6250	-42204.14	-42153.01	-51.13186	9.33861e+06	8.0326e+07	7.9025e+07	2.47455e+07	0.0500471	0.0453017	0.061372	0.235669	0.0451183	0.0357428	0.0419643	0.0502145	0.0622844	0.00836377	0.0427217	0.0325129	0.0543469	0.535556	0.454309	0.140991	2.68065	0.0885324	0.126403	0.0392281	0.745837	0.691686	0.741816	0.857026	0.058936	0.7656597
6300	-42197.69	-42145.34	-52.34755	6.445e+07	6.20437e+07	3.26468e+07	6.66493e+07	0.0422602	0.0445474	0.0681379	0.223319	0.0420552	0.0366389	0.0417063	0.0507624	0.0713368	0.00806428	0.051444	0.0279056	0.0446167	0.500305	0.46187	0.126543	2.70848	0.0827051	0.128506	0.0352081	0.753581	0.729032	0.733334	0.883002	0.0725563	0.7527946
6350	-42206.79	-42155.93	-50.85588	7.96388e+07	8.11837e+07	4.37504e+07	6.00256e+07	0.0431766	0.0490878	0.0634224	0.236882	0.0484886	0.038739	0.0415441	0.051914	0.06556	0.0042161	0.0518937	0.0310448	0.0565194	0.555201	0.452881	0.14405	2.66734	0.0917798	0.126005	0.0400791	0.742136	0.703515	0.724741	0.872827	0.0680848	0.7824882
6400	-42197.97	-42146.51	-51.45972	7.83556e+07	1.0599e+07	5.50685e+06	1.87969e+07	0.0462242	0.0505779	0.0757229	0.246022	0.045622	0.036791	0.0423101	0.0465326	0.0775662	0.0106683	0.0466308	0.0268467	0.0436392	0.511702	0.492469	0.136634	2.66102	0.0845891	0.13702	0.0380156	0.740376	0.714413	0.742764	0.86406	0.0751327	0.7951543
6450	-42195.53	-42143.93	-51.59472	9.37081e+07	7.9006e+07	7.81803e+07	4.92863e+07	0.0473512	0.0538134	0.069674	0.251849	0.042611	0.0415594	0.0399339	0.0497966	0.0700991	0.00863315	0.046077	0.0344692	0.0524049	0.5442	0.486666	0.130302	2.65384	0.0899612	0.135405	0.036254	0.73838	0.732754	0.748996	0.868786	0.0677858	0.8082719
6500	-42200.16	-42151.04	-49.1208	1.05806e+07	1.49273e+07	6.44459e+07	3.03172e+07	0.0401282	0.0463073	0.0625752	0.241722	0.045135	0.035208	0.046796	0.0540308	0.0623199	0.00384936	0.0456295	0.0350705	0.0459307	0.592021	0.470906	0.157622	2.61387	0.0978665	0.13102	0.0438551	0.727258	0.694163	0.742041	0.882695	0.0946187	0.7647026
6550	-42203.76	-42152.91	-50.84981	7.19257e+07	9.09865e+07	8.25591e+07	2.14408e+07	0.0469913	0.0466809	0.0683579	0.238607	0.0495519	0.0435854	0.0411667	0.051902	0.0640723	0.00585365	0.0507677	0.0326474	0.0552974	0.618417	0.446657	0.134205	2.64585	0.10223	0.124273	0.0373399	0.736157	0.732202	0.734696	0.868387	0.0934908	0.7954818
6600	-42208.44	-42156.77	-51.66534	7.11196e+07	9.59625e+07	3.637e+07	7.4812e+06	0.0427252	0.0417665	0.0726258	0.22479	0.0449358	0.038216	0.0462099	0.0452439	0.0799061	0.00526386	0.0512691	0.0294152	0.049146	0.557085	0.444332	0.131117	2.68771	0.0920913	0.123627	0.0364808	0.747801	0.697749	0.720399	0.868057	0.0666192	0.7715134
6650	-42196.59	-42145.05	-51.54624	3.3589e+07	8.28765e+07	9.62105e+07	2.14866e+07	0.0426552	0.0513006	0.0690696	0.24108	0.0532407	0.0384632	0.0376521	0.0473145	0.0711672	0.00593782	0.0497082	0.0282586	0.0454806	0.544656	0.433838	0.140253	2.69645	0.0900367	0.120707	0.0390226	0.750234	0.715099	0.737015	0.855605	0.0857415	0.7813279
