Iteration	Posterior	Likelihood	Prior	alpha_morpho	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	TL
2670	-7568.184	-7476.476	-91.70784	1.44605	0.216867	0.579323	1.04709	2.15672	14.58844
2680	-7533.321	-7438.399	-94.9222	1.737092	0.259736	0.623788	1.06177	2.05471	14.88077
2690	-7520.537	-7435.549	-84.98835	2.180126	0.313868	0.672896	1.07391	1.93933	13.84308
2700	-7557.573	-7455.945	-101.6281	2.173714	0.313165	0.6723	1.07379	1.94075	15.50769
2710	-7549.092	-7442.971	-106.1207	1.843525	0.273853	0.637271	1.06553	2.02334	15.98997
2720	-7533.23	-7437.551	-95.67994	1.732249	0.259075	0.623144	1.06158	2.0562	14.95703
2730	-7532.244	-7442.228	-90.01658	2.125546	0.307814	0.667733	1.07284	1.95162	14.35136
2740	-7544.506	-7448.385	-96.12091	1.747478	0.261148	0.62516	1.06216	2.05153	14.9996
2750	-7538.974	-7440.493	-98.48118	2.040488	0.29806	0.659251	1.07097	1.97172	15.20633
2760	-7538.588	-7453.286	-85.30175	1.998738	0.293124	0.654879	1.06996	1.98204	13.89256
2770	-7559.141	-7458.823	-100.3186	2.213625	0.317508	0.675964	1.07452	1.93201	15.37276
2780	-7530.808	-7437.015	-93.79323	1.73091	0.258892	0.622966	1.06153	2.05662	14.76849
2790	-7539.729	-7446.245	-93.48379	1.958791	0.288305	0.650559	1.06892	1.99221	14.71476
2800	-7545.426	-7456.303	-89.12273	1.991444	0.292251	0.654101	1.06977	1.98387	14.27539
2810	-7524.027	-7438.985	-85.04212	1.743141	0.260559	0.624589	1.062	2.05285	13.89216
2820	-7538.831	-7446.854	-91.97709	1.990329	0.292118	0.653981	1.06975	1.98416	14.56093
2830	-7531.025	-7437.055	-93.97011	1.761528	0.263046	0.626996	1.06269	2.04727	14.78312
2840	-7542.988	-7443.016	-99.97183	2.264715	0.322951	0.680502	1.07539	1.92115	15.33297
2850	-7535.812	-7437.829	-97.98249	1.876271	0.278044	0.641177	1.06656	2.01422	15.17288
2860	-7529.993	-7438.829	-91.16407	1.88415	0.279042	0.6421	1.0668	2.01206	14.49025
2870	-7532.826	-7449.069	-83.75714	1.936975	0.285633	0.64814	1.06833	1.9979	13.74428
2880	-7545.357	-7438.973	-106.3839	1.810648	0.269574	0.633239	1.06444	2.03275	16.01959
2890	-7531.77	-7432.446	-99.32432	1.99721	0.292941	0.654717	1.06992	1.98242	15.29497
2900	-7546.107	-7439.826	-106.2803	2.184949	0.314396	0.673342	1.074	1.93827	15.97179
2910	-7536.68	-7444.511	-92.16903	1.921554	0.283727	0.646404	1.0679	2.00197	14.58701
2920	-7546.95	-7456.315	-90.63436	1.972176	0.289931	0.652022	1.06928	1.98877	14.42848
2930	-7566.516	-7467.51	-99.00608	2.225147	0.318746	0.677002	1.07472	1.92953	15.24035
2940	-7542.174	-7448.055	-94.1185	1.798162	0.26793	0.631678	1.06401	2.03638	14.79429
2950	-7549.217	-7449.244	-99.9731	1.720486	0.257463	0.621568	1.06112	2.05985	15.38752
2960	-7540.459	-7446.545	-93.91387	1.722657	0.257761	0.62186	1.0612	2.05918	14.78138
2970	-7540.463	-7445.638	-94.8256	1.366693	0.203976	0.564751	1.04153	2.18974	14.90815
2980	-7534.023	-7441.28	-92.74338	1.828521	0.271909	0.635445	1.06504	2.02761	14.65374
2990	-7537.366	-7444.6	-92.766	1.913956	0.282783	0.64554	1.06768	2.004	14.64746
3000	-7541.013	-7445.287	-95.72602	1.629051	0.244587	0.608717	1.05718	2.08952	14.97196
3010	-7529.285	-7440.058	-89.22695	1.650903	0.247721	0.611888	1.05818	2.08221	14.31986
3020	-7528.369	-7447.294	-81.07595	1.716856	0.256964	0.621078	1.06097	2.06099	13.49817
3030	-7561.42	-7454.916	-106.5043	1.992236	0.292346	0.654186	1.06979	1.98367	16.01346
3040	-7540.532	-7452.275	-88.2567	2.345426	0.331294	0.687347	1.07664	1.90472	14.15339
3050	-7531.835	-7441.839	-89.99691	2.044476	0.298527	0.659661	1.07106	1.97075	14.3575
3060	-7533.256	-7440.033	-93.2229	1.653526	0.248095	0.612264	1.0583	2.08135	14.7192
3070	-7526.705	-7425.302	-101.4036	1.744329	0.260721	0.624746	1.06205	2.05249	15.52819
3080	-7534.438	-7433.009	-101.429	1.793615	0.267329	0.631105	1.06385	2.03772	15.52579
3090	-7531.959	-7444.136	-87.82298	1.82857	0.271915	0.635451	1.06504	2.02759	14.1617
3100	-7542.697	-7445.656	-97.04114	1.962827	0.288797	0.651002	1.06903	1.99117	15.07009
3110	-7519.188	-7430.445	-88.74329	1.69375	0.253762	0.617922	1.06003	2.06829	14.26721
3120	-7532.045	-7439.773	-92.27228	1.65397	0.248158	0.612328	1.05832	2.0812	14.62409
3130	-7527.429	-7441.303	-86.1258	1.610586	0.241911	0.605985	1.05631	2.0958	14.01378
3140	-7535.418	-7437.003	-98.4145	1.961811	0.288673	0.65089	1.069	1.99143	15.20753
3150	-7541.461	-7451.951	-89.51003	1.898288	0.280823	0.643743	1.06722	2.00821	14.32343
3160	-7535.448	-7446.449	-88.99868	2.14003	0.309436	0.669123	1.07313	1.94831	14.24812
3170	-7533.728	-7436.786	-96.9424	1.895795	0.28051	0.643455	1.06715	2.00889	15.06692
3180	-7543.305	-7449.226	-94.07851	2.245604	0.32093	0.678824	1.07507	1.92517	14.74555
3190	-7540.247	-7450.423	-89.82327	2.04907	0.299063	0.660132	1.07117	1.96963	14.33968
3200	-7535.59	-7449.858	-85.73106	1.949101	0.287122	0.64949	1.06866	1.99473	13.94045
3210	-7540.935	-7443.26	-97.67481	2.162907	0.311975	0.671289	1.07358	1.94316	15.11345
3220	-7534.075	-7439.548	-94.52708	1.972912	0.29002	0.652102	1.0693	1.98858	14.81767
3230	-7532.972	-7434.395	-98.57728	1.968234	0.289453	0.651593	1.06917	1.98978	15.22316
3240	-7542.591	-7436.961	-105.6297	2.020545	0.295715	0.657181	1.0705	1.97661	15.92318
3250	-7552.002	-7449.19	-102.812	2.425237	0.339252	0.693754	1.07773	1.88927	15.60093
3260	-7554.243	-7448.938	-105.3052	1.593289	0.239381	0.603382	1.05546	2.10178	15.93345
3270	-7558.877	-7462.297	-96.57999	1.783153	0.26594	0.629778	1.06348	2.0408	15.04194
3280	-7526.798	-7446.286	-80.51166	1.48379	0.222808	0.585836	1.04946	2.1419	13.46505
3290	-7527.188	-7431.86	-95.32817	1.699427	0.254552	0.618703	1.06026	2.06648	14.92513
3300	-7543.243	-7441.053	-102.1901	1.925842	0.284259	0.646889	1.06802	2.00083	15.58868
3310	-7555.641	-7452.763	-102.8786	2.05559	0.299821	0.660798	1.07132	1.96806	15.64456
3320	-7521.653	-7440.308	-81.34512	2.109567	0.306012	0.666181	1.0725	1.9553	13.48581
3330	-7519.899	-7436.799	-83.10039	1.981194	0.291019	0.652999	1.06951	1.98647	13.67418
3340	-7533.847	-7432.821	-101.026	1.926333	0.28432	0.646944	1.06803	2.0007	15.47222
3350	-7533.022	-7441.955	-91.06698	2.077597	0.302365	0.663019	1.07182	1.9628	14.4612
3360	-7525.416	-7435.182	-90.23401	2.059867	0.300318	0.661232	1.07142	1.96703	14.37967
3370	-7552.55	-7446.263	-106.2873	1.95081	0.287331	0.649679	1.06871	1.99428	15.99591
3380	-7539.157	-7440.881	-98.27624	2.454592	0.342109	0.696026	1.07809	1.88377	15.14442
3390	-7536.573	-7438.006	-98.56649	1.842856	0.273766	0.63719	1.06551	2.02353	15.23462
3400	-7544.984	-7456.914	-88.06934	1.906176	0.281812	0.644651	1.06745	2.00608	14.17857
3410	-7523.344	-7431.388	-91.95599	2.179416	0.31379	0.67283	1.07389	1.93949	14.53992
3420	-7531.916	-7434.505	-97.41072	1.863001	0.276354	0.639607	1.06615	2.01789	15.11703
3430	-7518.85	-7432.193	-86.65712	2.015337	0.295099	0.656635	1.07037	1.9779	14.02644
3440	-7524.258	-7430.286	-93.97231	2.347723	0.331527	0.687537	1.07667	1.90426	14.72472
3450	-7533.682	-7433.708	-99.97378	1.862052	0.276232	0.639494	1.06612	2.01815	15.37343
3460	-7517.131	-7435.011	-82.11954	1.877246	0.278168	0.641291	1.06659	2.01395	13.58649
3470	-7550.662	-7445.275	-105.3873	1.950503	0.287294	0.649645	1.0687	1.99436	15.90594
3480	-7542.559	-7441.969	-100.5902	2.133514	0.308708	0.6685	1.073	1.94979	15.40793
3490	-7548.046	-7452.902	-95.14471	1.784108	0.266067	0.6299	1.06351	2.04052	14.89832
3500	-7549.027	-7444.725	-104.3027	2.361984	0.332968	0.688705	1.07688	1.90145	15.75633
3510	-7534.058	-7441.576	-92.48182	1.52084	0.228524	0.591989	1.05162	2.12786	14.65836
3520	-7530.711	-7443.911	-86.79976	1.838949	0.273261	0.636717	1.06538	2.02464	14.05834
3530	-7525.63	-7432.916	-92.71351	1.878131	0.27828	0.641395	1.06662	2.01371	14.6458
3540	-7538.235	-7443.324	-94.91096	2.069195	0.301397	0.662176	1.07163	1.9648	14.84643
3550	-7541.786	-7443.132	-98.65457	1.8718	0.277476	0.64065	1.06642	2.01545	15.24054
3560	-7538.259	-7444.798	-93.46141	2.088232	0.303584	0.66408	1.07205	1.96029	14.69958
3570	-7534.318	-7453.819	-80.49852	1.99879	0.29313	0.654885	1.06996	1.98203	13.41223
3580	-7540.501	-7447.671	-92.83042	1.851538	0.274885	0.638237	1.06579	2.02109	14.66015
3590	-7539.659	-7446.064	-93.59534	2.253339	0.32175	0.679506	1.07521	1.92354	14.69646
3600	-7545.224	-7445.112	-100.1124	1.91691	0.28315	0.645877	1.06776	2.00321	15.38181
3610	-7556.268	-7460.838	-95.42977	1.985545	0.291543	0.653468	1.06962	1.98537	14.90668
3620	-7523.372	-7434.215	-89.15681	2.269106	0.323413	0.680885	1.07547	1.92024	14.25103
3630	-7539.581	-7445.18	-94.4009	2.175451	0.313356	0.672462	1.07382	1.94036	14.7848
3640	-7534.291	-7446.599	-87.69147	1.845219	0.274071	0.637476	1.06559	2.02287	14.14688
3650	-7526.361	-7430.846	-95.51442	2.188453	0.314778	0.673665	1.07406	1.93749	14.89485
3660	-7523.465	-7434.157	-89.30719	2.163451	0.312035	0.671341	1.07359	1.94304	14.27663
3670	-7544.332	-7438.019	-106.3132	1.952007	0.287478	0.649811	1.06874	1.99397	15.99838
3680	-7548.01	-7448.803	-99.20721	2.434949	0.340201	0.69451	1.07785	1.88744	15.23948
3690	-7519.661	-7431.433	-88.22806	1.68964	0.253188	0.617353	1.05986	2.0696	14.2161
3700	-7556.483	-7452.099	-104.384	1.841144	0.273545	0.636983	1.06545	2.02402	15.81654
3710	-7545.482	-7444.206	-101.2755	2.126289	0.307898	0.667804	1.07285	1.95145	15.47718
3720	-7524.38	-7435.908	-88.47212	1.910597	0.282364	0.645157	1.06758	2.0049	14.21841
3730	-7538.79	-7449.646	-89.14413	1.745481	0.260877	0.624898	1.06209	2.05214	14.30212
3740	-7553.736	-7447.002	-106.7338	1.555405	0.233756	0.597526	1.05352	2.1152	16.0801
3750	-7571.961	-7455.204	-116.757	1.65562	0.248393	0.612564	1.05839	2.08065	17.0724
3760	-7555.45	-7457.797	-97.65311	1.621973	0.243565	0.607675	1.05685	2.09191	15.16537
3770	-7543.304	-7445.728	-97.57655	1.964897	0.289048	0.651228	1.06909	1.99064	15.12342
3780	-7536.248	-7448.856	-87.39195	2.122599	0.307483	0.667448	1.07278	1.95229	14.08919
3790	-7559.474	-7454.466	-105.0077	1.889825	0.279759	0.642762	1.06697	2.01051	15.87404
3800	-7536.945	-7450.667	-86.27743	1.813151	0.269902	0.63355	1.06452	2.03202	14.00869
3810	-7546.983	-7456.258	-90.72439	2.104849	0.305477	0.665719	1.0724	1.9564	14.42421
3820	-7531.305	-7444.206	-87.09884	1.655643	0.248396	0.612567	1.05839	2.08065	14.10658
3830	-7524.706	-7438.347	-86.35947	2.028393	0.296641	0.657999	1.07068	1.97468	13.99537
3840	-7535.542	-7446.632	-88.90961	1.618174	0.243014	0.607114	1.05667	2.0932	14.2914
3850	-7543.858	-7438.811	-105.047	2.167182	0.312446	0.67169	1.07366	1.9422	15.85024
3860	-7535.526	-7446.466	-89.06041	1.815079	0.270155	0.633789	1.06459	2.03147	14.28679
3870	-7526.498	-7443.657	-82.84058	1.963415	0.288868	0.651066	1.06905	1.99102	13.64997
3880	-7546.232	-7448.956	-97.27579	2.05869	0.300181	0.661113	1.07139	1.96731	15.08397
3890	-7552.473	-7446.523	-105.9497	2.11774	0.306936	0.666977	1.07267	1.95341	15.94546
3900	-7540.055	-7445.609	-94.44631	1.881822	0.278747	0.641828	1.06673	2.01269	14.81871
3910	-7539.077	-7448.289	-90.78852	2.388296	0.335604	0.690831	1.07724	1.89632	14.40228
3920	-7534.287	-7436.378	-97.90901	2.13604	0.30899	0.668742	1.07305	1.94922	15.13955
3930	-7540.866	-7443.319	-97.54672	1.995882	0.292783	0.654575	1.06989	1.98276	15.11734
3940	-7535.275	-7444.186	-91.08803	1.768565	0.263991	0.627907	1.06295	2.04515	14.4942
3950	-7543.533	-7458.336	-85.19646	1.901756	0.281258	0.644143	1.06732	2.00727	13.89173
3960	-7543.487	-7447.76	-95.7269	2.139451	0.309371	0.669068	1.07312	1.94844	14.921
3970	-7528.401	-7437.782	-90.61863	2.370604	0.333835	0.689406	1.077	1.89976	14.38706
3980	-7545.927	-7449.429	-96.49768	2.113555	0.306463	0.66657	1.07259	1.95438	15.00067
3990	-7534.267	-7448.482	-85.78525	1.804005	0.268701	0.63241	1.06421	2.03468	13.96038
4000	-7523.137	-7432.011	-91.12661	2.021495	0.295827	0.65728	1.07052	1.97637	14.47277
4010	-7534.801	-7438.252	-96.54862	1.956648	0.288044	0.650323	1.06887	1.99277	15.02146
4020	-7542.456	-7439.5	-102.9561	1.761995	0.263109	0.627057	1.06271	2.04713	15.68167
4030	-7547.675	-7457.637	-90.03842	1.773211	0.264613	0.628506	1.06312	2.04376	14.38878
4040	-7546.798	-7452.728	-94.06996	2.284218	0.324995	0.682192	1.07571	1.9171	14.74083
4050	-7531.965	-7437.537	-94.42857	1.687512	0.252891	0.617058	1.05977	2.07028	14.83636
4060	-7514.751	-7423.918	-90.83274	1.738643	0.259947	0.623994	1.06183	2.05423	14.47167
4070	-7521.801	-7434.789	-87.01164	1.594732	0.239593	0.603601	1.05553	2.10127	14.10395
4080	-7529.779	-7435.371	-94.40857	1.504375	0.225998	0.589283	1.05068	2.13404	14.85268
4090	-7544.536	-7445.191	-99.34483	2.129516	0.30826	0.668115	1.07292	1.95071	15.28379
4100	-7545.564	-7454.065	-91.49903	1.711419	0.256214	0.620341	1.06075	2.06269	14.54102
4110	-7518.41	-7425.591	-92.81904	1.594782	0.2396	0.603608	1.05553	2.10126	14.68468
4120	-7536.23	-7446.113	-90.11668	2.000182	0.293296	0.655033	1.06999	1.98168	14.37391
4130	-7522.713	-7438.553	-84.15944	1.537836	0.231109	0.594735	1.05257	2.12159	13.82442
4140	-7534.516	-7432.601	-101.9155	2.328683	0.329588	0.685959	1.07639	1.90806	15.52094
4150	-7525.691	-7432.889	-92.80202	1.928346	0.284569	0.647171	1.06809	2.00017	14.64963
4160	-7527.89	-7442.783	-85.10757	2.196815	0.315689	0.674434	1.07422	1.93566	13.85333
4170	-7556.201	-7453.821	-102.3802	1.877496	0.278199	0.641321	1.0666	2.01388	15.61253
4180	-7522.803	-7430.897	-91.9057	1.913885	0.282774	0.645532	1.06768	2.00402	14.56144
4190	-7543.694	-7451.861	-91.83352	2.260497	0.322506	0.680134	1.07532	1.92204	14.51956
4200	-7522.884	-7430.069	-92.81541	2.168026	0.312539	0.671769	1.07368	1.94201	14.627
4210	-7533.007	-7440.139	-92.8681	2.666428	0.361688	0.711209	1.08029	1.84681	14.58243
4220	-7538.573	-7457.705	-80.86784	2.09773	0.304668	0.665019	1.07225	1.95806	13.43927
4230	-7528.91	-7446.356	-82.5537	2.24826	0.321212	0.679058	1.07512	1.92461	13.5928
4240	-7527.601	-7443.819	-83.782	2.050309	0.299207	0.660259	1.0712	1.96933	13.73543
4250	-7545.096	-7443.395	-101.7011	2.051017	0.29929	0.660331	1.07122	1.96916	15.52727
4260	-7515.253	-7425.368	-89.88487	2.192089	0.315174	0.674	1.07413	1.9367	14.33154
4270	-7523.777	-7436.188	-87.58896	2.188048	0.314734	0.673628	1.07405	1.93758	14.10235
4280	-7536.76	-7447.381	-89.37926	1.91874	0.283378	0.646085	1.06782	2.00272	14.30831
4290	-7519.511	-7422.588	-96.92234	1.959765	0.288424	0.650666	1.06895	1.99196	15.05852
4300	-7533.137	-7434.984	-98.15261	1.801949	0.26843	0.632153	1.06414	2.03528	15.19732
4310	-7527.922	-7433.06	-94.86197	1.800745	0.268271	0.632002	1.0641	2.03563	14.86838
4320	-7539.717	-7453.578	-86.13939	1.643353	0.246642	0.6108	1.05784	2.08472	14.01186
4330	-7528.386	-7434.774	-93.61154	2.191461	0.315106	0.673942	1.07412	1.93683	14.70427
4340	-7537.383	-7438.371	-99.01192	1.845124	0.274059	0.637465	1.06558	2.02289	15.27894
4350	-7527.783	-7440.484	-87.29919	1.704748	0.255291	0.619432	1.06048	2.06479	14.1217
4360	-7533.29	-7449.091	-84.19978	1.698129	0.254371	0.618525	1.06021	2.06689	13.81242
4370	-7527.92	-7436.774	-91.1463	1.884145	0.279041	0.6421	1.0668	2.01206	14.48847
4380	-7524.911	-7438.319	-86.59138	1.916268	0.28307	0.645804	1.06775	2.00338	14.02977
4390	-7524.359	-7443.479	-80.87975	1.525413	0.229222	0.592732	1.05188	2.12617	13.49769
4400	-7522.779	-7423.367	-99.41207	2.259288	0.322379	0.680028	1.0753	1.92229	15.27754
4410	-7528.934	-7428.235	-100.699	2.159501	0.311599	0.670969	1.07351	1.94392	15.4162
4420	-7515.405	-7425.942	-89.46259	1.58724	0.23849	0.602462	1.05516	2.10389	14.34979
4430	-7550.378	-7442.202	-108.1757	2.214713	0.317625	0.676062	1.07454	1.93177	16.15836
4440	-7532.735	-7445.871	-86.86355	1.909762	0.28226	0.645062	1.06756	2.00512	14.05764
4450	-7521.409	-7438.605	-82.80373	1.81526	0.270178	0.633812	1.0646	2.03141	13.66111
4460	-7533.172	-7439.376	-93.79549	1.721946	0.257664	0.621764	1.06117	2.0594	14.76961
4470	-7519.933	-7430.977	-88.95563	1.780786	0.265625	0.629476	1.06339	2.0415	14.27974
4480	-7528.913	-7436.381	-92.53264	1.746475	0.261012	0.625028	1.06213	2.05183	14.64087
4490	-7517.753	-7428.933	-88.81951	2.126557	0.307928	0.66783	1.07286	1.95139	14.23155
4500	-7525.192	-7430.178	-95.01397	2.232359	0.319519	0.677647	1.07485	1.92799	14.84042
4510	-7534.881	-7438.627	-96.25327	2.052883	0.299507	0.660522	1.07126	1.96871	14.9823
4520	-7534.913	-7447.207	-87.70583	1.646187	0.247048	0.611209	1.05797	2.08378	14.16822
4530	-7524.612	-7430.351	-94.26086	2.042407	0.298285	0.659449	1.07102	1.97125	14.7841
4540	-7542.604	-7438.108	-104.4954	1.903686	0.2815	0.644365	1.06738	2.00675	15.82143
4550	-7530.56	-7441.021	-89.53901	1.783113	0.265935	0.629773	1.06348	2.04081	14.33785
4560	-7547.287	-7440.399	-106.8879	2.314263	0.328109	0.68475	1.07618	1.91096	16.01962
4570	-7550.55	-7453.435	-97.11539	1.930613	0.284849	0.647426	1.06815	1.99957	15.08074
4580	-7528.648	-7426.505	-102.1423	1.917634	0.28324	0.645959	1.06778	2.00302	15.58473
4590	-7534.459	-7438.975	-95.48368	1.814645	0.270098	0.633736	1.06458	2.03159	14.92916
4600	-7536.25	-7438.163	-98.08719	2.108644	0.305908	0.666091	1.07248	1.95552	15.16011
4610	-7528.713	-7439.113	-89.60004	2.080112	0.302654	0.663271	1.07187	1.9622	14.31425
4620	-7538.932	-7449.405	-89.52748	1.850973	0.274812	0.638169	1.06577	2.02125	14.32991
4630	-7538.579	-7448.564	-90.01443	2.097812	0.304678	0.665027	1.07225	1.95804	14.35392
4640	-7530.435	-7438.444	-91.99179	1.915878	0.283022	0.645759	1.06773	2.00348	14.56985
4650	-7514.839	-7431.71	-83.12936	1.735253	0.259485	0.623544	1.0617	2.05527	13.70167
4660	-7536.424	-7439.324	-97.10003	1.805075	0.268842	0.632544	1.06425	2.03437	15.09175
4670	-7547.882	-7450.559	-97.32282	1.789032	0.266721	0.630525	1.06369	2.03907	15.11564
4680	-7561.848	-7468.774	-93.07337	1.677598	0.2515	0.615675	1.05935	2.07348	14.70184
4690	-7525.754	-7431.432	-94.32242	2.297358	0.326362	0.683317	1.07592	1.9144	14.76476
4700	-7515.344	-7427.551	-87.79372	1.577988	0.237122	0.601043	1.05469	2.10714	14.18383
4710	-7521.559	-7431.366	-90.19312	1.995414	0.292727	0.654525	1.06987	1.98287	14.38203
4720	-7535.014	-7438.269	-96.74545	2.725	0.366801	0.715068	1.08077	1.83736	14.9643
4730	-7512.35	-7422.874	-89.47623	1.990816	0.292176	0.654033	1.06976	1.98403	14.3108
4740	-7542.789	-7455.935	-86.85378	1.97286	0.290013	0.652096	1.0693	1.98859	14.05035
4750	-7536.99	-7446.593	-90.39741	2.285992	0.32518	0.682344	1.07574	1.91674	14.3734
4760	-7541.49	-7440.547	-100.9432	2.033704	0.297265	0.658551	1.07081	1.97337	15.4532
4770	-7537.88	-7441.96	-95.9199	1.671903	0.250699	0.614875	1.0591	2.07532	14.98706
4780	-7526.622	-7432.755	-93.86659	2.340419	0.330785	0.686934	1.07657	1.90571	14.71488
4790	-7525.505	-7433.612	-91.89321	2.168444	0.312586	0.671808	1.07368	1.94192	14.53474
4800	-7537.558	-7439.034	-98.5246	2.187971	0.314726	0.673621	1.07405	1.9376	15.19592
4810	-7532.034	-7435.982	-96.05226	1.890063	0.279789	0.64279	1.06698	2.01044	14.97848
4820	-7532.999	-7439.344	-93.65497	1.918638	0.283365	0.646073	1.06781	2.00275	14.73589
4830	-7515.168	-7421.38	-93.78809	2.054791	0.299729	0.660716	1.0713	1.96825	14.73559
4840	-7537.046	-7446.556	-90.49004	1.995367	0.292721	0.65452	1.06987	1.98289	14.41173
4850	-7538.49	-7446.025	-92.46414	2.201773	0.316227	0.674887	1.07431	1.93458	14.58849
4860	-7534.173	-7442.662	-91.51102	2.204043	0.316473	0.675094	1.07435	1.93409	14.49296
4870	-7542.526	-7442.049	-100.4771	2.075983	0.302179	0.662858	1.07178	1.96318	15.40237
4880	-7535.401	-7442.102	-93.29887	2.014922	0.29505	0.656591	1.07036	1.978	14.69065
4890	-7523.877	-7432.605	-91.2717	1.637121	0.245749	0.609896	1.05755	2.0868	14.52572
4900	-7547.683	-7465.444	-82.23929	1.76651	0.263715	0.627642	1.06288	2.04577	13.60954
4910	-7552.267	-7457.248	-95.01919	1.694973	0.253932	0.61809	1.06008	2.0679	14.89468
4920	-7546.023	-7448.303	-97.72035	1.888157	0.279548	0.642568	1.06692	2.01096	15.14548
4930	-7532.848	-7427.52	-105.3278	1.915707	0.283001	0.64574	1.06773	2.00353	15.90347
4940	-7535.327	-7437.715	-97.61215	1.816236	0.270306	0.633933	1.06463	2.03113	15.14185
4950	-7539.621	-7439.28	-100.3408	1.889397	0.279705	0.642712	1.06696	2.01062	15.4074
4960	-7537.948	-7439.445	-98.50341	1.750156	0.261511	0.625512	1.06227	2.05071	15.23758
4970	-7549.054	-7449.209	-99.84445	1.873932	0.277747	0.640901	1.06649	2.01486	15.35931
4980	-7532.429	-7438.416	-94.01334	1.694614	0.253882	0.618041	1.06007	2.06801	14.79413
4990	-7536.458	-7439.048	-97.41041	1.906072	0.281799	0.644639	1.06745	2.00611	15.11269
5000	-7540.984	-7445.449	-95.53441	1.817135	0.270424	0.634044	1.06466	2.03087	14.93399
5010	-7531.234	-7426.827	-104.4071	1.975454	0.290327	0.652378	1.06936	1.98793	15.80542
5020	-7517.058	-7436.682	-80.37588	1.885477	0.27921	0.642255	1.06684	2.01169	13.4113
5030	-7521.313	-7428.753	-92.55963	2.276963	0.324237	0.681566	1.07559	1.9186	14.59052
5040	-7522.836	-7431.63	-91.20581	1.738882	0.25998	0.624026	1.06184	2.05416	14.50895
5050	-7531.225	-7438.396	-92.82875	1.772281	0.264489	0.628386	1.06309	2.04404	14.66791
5060	-7546.463	-7451.571	-94.89218	1.979659	0.290834	0.652833	1.06947	1.98686	14.85351
5070	-7516.489	-7430.863	-85.62663	2.141334	0.309582	0.669248	1.07315	1.94802	13.91079
5080	-7514.64	-7437.367	-77.27302	2.004154	0.29377	0.655455	1.07009	1.98068	13.08915
5090	-7526.663	-7437.607	-89.056	2.470015	0.343595	0.697202	1.07828	1.88092	14.22086
5100	-7538.859	-7441.465	-97.39453	1.914603	0.282863	0.645614	1.0677	2.00382	15.11025
5110	-7522.828	-7429.48	-93.34873	2.147416	0.310259	0.669827	1.07328	1.94664	14.68239
5120	-7555.848	-7454.573	-101.2753	1.920315	0.283573	0.646264	1.06786	2.0023	15.49776
5130	-7535.438	-7440.802	-94.63525	1.920789	0.283632	0.646317	1.06787	2.00218	14.8337
5140	-7533.03	-7438.385	-94.6449	1.876364	0.278056	0.641188	1.06656	2.01419	14.83911
5150	-7548.228	-7454.803	-93.42477	2.269302	0.323433	0.680902	1.07547	1.9202	14.6778
5160	-7534.165	-7449.605	-84.56031	1.942371	0.286297	0.648742	1.06848	1.99648	13.82405
5170	-7532.936	-7437.44	-95.49627	1.965177	0.289082	0.651259	1.06909	1.99057	14.91537
5180	-7538.529	-7445.126	-93.40334	1.798903	0.268028	0.631771	1.06403	2.03617	14.7227
5190	-7533.734	-7448.647	-85.08758	2.055499	0.299811	0.660788	1.07132	1.96808	13.86547
5200	-7554.292	-7462.031	-92.26127	1.535085	0.230692	0.594294	1.05242	2.1226	14.63488
5210	-7535.561	-7440.016	-95.54513	1.817701	0.270498	0.634114	1.06468	2.03071	14.935
5220	-7525.351	-7432.536	-92.81532	2.098059	0.304706	0.665052	1.07226	1.95798	14.63398
5230	-7534.201	-7454.028	-80.17215	1.994503	0.292618	0.654428	1.06985	1.9831	13.38002
